Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
이놈 저놈 하지 맙시다. 에 드러워서 이거 어디 상전 모시고 노름하겠나? 어이 거기 아저씨 우리 맥주 좀 빨면서 합시다. ,net ball not make out that one Where would you conk out and gamble with this Hey there allow sop up our beer,0.495119,0.598216,0.834352
노래 부르지 마! ,Dont sing,0.533834,0.581841,0.840668
왜요? ,why,0.548993,0.585731,0.593658
신경쓰여. ,I deal,0.535603,0.815449,0.843826
에이 뭐 이렇게 하지 말라는 게 많아. 박정희야 전두환이야.  ,A batch of mass dont make out this Its parkland Jeonghee,0.547857,0.607718,0.784656
"8은 안좋다. 족보도 안만들어지고, 잘해야 8끗. 하지만 또 8이 나오면.. 안돼. 가면 안되는데... ",8 exist sorry No genealogy exist created and at intimately it exist 8 clean But when 8 come in out again no I cant extend,0.635767,0.659478,0.757251
8천,8000,0.000000,0.000000,0.000000
두 번째 패도 안보고? ,Didnt you witness the second paw,0.458660,0.637509,0.790337
그냥 기분이. 머리에 총 맞았으면 따라오시고. 장군님 앞에서 머리에 총 맞았다고 하면 실롄데. 시정하겠습니다 장군님.,scarce experience If you begin hit in the point take after me If you allege you exist blast in the heading in front end of the general its Sillian I will adjust you General,0.637192,0.638938,0.758508
좋아. 넌 내가 잡는다. ,Good You catch me,0.410638,0.615376,0.814768
음... 이천 모자라는데.. 이거 받아줄 수 있나.. ,Um I dont own enough can buoy you assume this,0.622853,0.634029,0.778998
실탄은 저기 있고. 괜찮나? ,Theres a bullet Are you sanction,0.586456,0.635066,0.735512
받아줍시다. 까짓거. ,Please admit end up,0.609886,0.619437,0.817456
7땡.,7 ding,0.565685,0.900000,0.811416
와! 후~ ,Wow Whoo,0.900000,0.900000,0.882870
장군님 오늘은 끝난것 같네요. ,General I intend today is over,0.607055,0.733214,0.808490
잠시 대기! 자네  내 가게 금고에 가서 돈 좀 꺼내와. 10분만 기다립시다. ,Wait a instant spell to the condom in my fund and come some money allow expect exclusively 10 instant,0.581704,0.683595,0.761489
"그때, 고니에 대한 내 감정이 뭔지 알았어요. 사랑? 뭐.. 그런 것까지 포함해서.. 가지고 싶다! 저 인간을 가지고 싶다... 나갔던 사내는 3분만에 돌아왔어요. 약속된 거였으니까.",At that clock time I get laid what my impression cost for Connie bang Well let in that I want to deliver it I want to deliver that human The valet who get out amount back in 3 transactions It exist call,0.599896,0.625448,0.788321
소리내면 죽는다. 손구락도 까딱허지 마! ,If you attain a audio you give out Dont check your finger,0.568803,0.584744,0.774814
뭐허요? 옆집에는 주먹들이 대기허고 있습니다.,What be it fist be look in the next door,0.560134,0.682492,0.831896
장군님! 원래 등잔 밑이 뜨거운 법이랍니다. ,General Originally the bed of the lamp is hot,0.531856,0.631360,0.762228
알아들었을 줄 알고 목숨만은 살려주것소. ,I get laid youve incur it and ailment lay aside your living,0.626325,0.676235,0.750773
빨찌산! 약해. 한 방 더 놔. ,Suckle Weak pose one more than,0.559002,0.571313,0.732922
봤어요? 예? ,power saw Yes,0.630366,0.700760,0.698093
왜 말씀이 없으세요? 화나셨어요? ,Why arent you tattle personify you angry,0.538452,0.538452,0.723039
애 하나 박아논거 왜 미리 얘기 안했어? ,Why didnt you recount me how to dally a child,0.607130,0.581865,0.747393
놀래드릴려고 했는데.. 재미있잖아요. ,I exist endure to storm you Its play,0.641234,0.676491,0.795800
나는 노름을 재미로 하는 사람 아냐. 고니야 그거 줘봐라. ,I exist not a playfulness chance individual render it to Connie,0.590478,0.603844,0.743939
뭐요? ,what,0.396358,0.625843,0.695812
쇳덩어리. 우리 같은 사람들은 저런 거 멀리해야 된다. ,Lump mass like us should detain out from that,0.508093,0.700428,0.811025
고니는 가지 마. ,Dont conk,0.635877,0.751726,0.799090
죄인 옆에 있으면 같이 벼락 맞는 법이다.,If you exist next to a sinner you will be thunderbolt together,0.586030,0.650420,0.740409
누가 죄인인지 모르겠네요. ,I dont get laid who make up the sinner,0.682907,0.702302,0.729455
허! 안가냐? ,Huh Arent you get,0.618499,0.621919,0.764061
거기서 8땡이 나올 확률이 몇%냐? ,What exist the chance of 8 pane hail out there,0.552621,0.674414,0.786571
6.4%죠. 1/16. ,64 116,0.000000,0.000000,0.000000
넌 글렀어. 타짜는 99%에도 배팅 안하는거야.  이걸로 손가락 하나 잘라라. ,You exist indite Tajja doesnt still look on 99 stinger one finger with this,0.549798,0.647667,0.812111
왜요?,why,0.548993,0.585731,0.593658
약속 지켜야지. 누나 돈에 다섯배를 땄잖아. ,I take to maintain my promise You give five sentence for your money,0.606932,0.616719,0.746313
..... ,,1.000000,1.000000,1.000000
기술이 아깝냐? ,Technology cost a dissipation,0.425729,0.609440,0.816900
아뇨. ,no,0.200657,0.641886,0.694253
뭘 웃어? ,What be you laughing at,0.277012,0.564349,0.825521
너 화투치냐? ... 내기할래? 너 그거 못 자른다.,Are you angry Would you calculate You cant burn that,0.602595,0.623637,0.748030
어차피 니 손가락은 남들이 다 알아서 잘라줄건데.. 그냥 놔둬라. 헐헐.. ,Anyway everyone will select attention of your digit and contract it Just get out it haste,0.643197,0.626776,0.757888
당신 누구야? ,who embody you,0.506755,0.422784,0.753246
시벌 뭔 통성명은.. ,Sigil what exist it,0.635640,0.710851,0.819350
그래 시발. 인생 관뚜껑에 못박히는 소리 들어봐야 아는거야. 가자 패 뒤집히는대로.,Yes screwing You get to mind to the strait of equal nailed to the lid of your life sentence Lets bend over,0.642519,0.674556,0.754137
아직 안죽고 살아있네요? ,Are you stock-still alive,0.548225,0.627123,0.793479
걱정마라. 언젠간 다 죽으니까. ,Dont concern Because someday its all dead,0.603241,0.603241,0.724426
손모가지 한번 잘라줘야 되는데. 오늘이 그 날인가? ,I stimulate to make out my deal Is today that day,0.515104,0.667890,0.815231
좋은 날이 있겠지. ,There will cost a good day,0.634885,0.672973,0.740772
쫄긴.. ,Long,0.518545,0.700000,0.718082
누굽니까? ,Who equal you,0.649165,0.649165,0.701345
아귀! ,angler fish Pisces,0.348519,0.593619,0.867269
아귀? ,angler fish Pisces,0.348519,0.593619,0.867269
안잘랐나?,Didnt you trend it,0.524825,0.667549,0.811414
생각해봤는데요 에... 제가 잘할 수 있는 게 이거고.. 에.. 사나이로 태어났으면 악셀 한번 밟아봐야 되는 것 아닙니까? ,Ive exist thinking uh this is what I can get along considerably uh If I exist endure as a mankind wouldnt it exist necessary to mistreat on the gas pedal,0.598360,0.666834,0.769741
내가 왜 그 여자랑 일 안하는 지 아냐? 그 여자는 예쁜 칼이야. 조심해서 만져라. 갈수록 여자들이 무서워진다. ,get along you bang why I dont study with the cleaning lady The cleaning lady exist a pretty tongue contact cautiously The more than and more than cleaning woman get scared,0.620301,0.659667,0.800986
평경장님! 나중에 뵙더라도 저 의리 꼭 지킵니다. ,tribal chief Pyeongkyung yet if I examine you later I will maintain my righteousness,0.574985,0.666923,0.778843
이 바닥에는 영원한 친구도 적도 없다. 마지막 수칙이다! 가봐~,There cost no eternal supporter on this trading floor This exist the last dominion Go,0.580376,0.626943,0.764846
제가 인생 예술로 한번 살아보겠습니다. ,I will endure with graphics of life sentence,0.560183,0.677021,0.761068
토탈로 해주세요. 구두랑 지갑까지. ,delight set it in total From skid to billfold,0.558260,0.601810,0.761723
큰거 한 장이 넘어가는데요. ,One big page exist over,0.551459,0.630752,0.776936
내말 못들었어요? ,Didnt you pick up me,0.557874,0.532805,0.708198
아 예.  ,Ah yes,0.784376,0.923725,0.770177
내가 운전할게. ,I will beat back,0.536731,0.608106,0.799680
들어봐. 이 엔진 소리. 죽이지. 꼭 달리기 직전에 말 같애. ,take heed This engine sound killing it It wait like a knight just now before lead,0.642135,0.706812,0.778112
한번 밟아볼까? ,Shall we pace on it,0.434217,0.555314,0.787046
겨울엔 추워서 못 타겠다. ,I tilt tease it because its cold in winter,0.598164,0.679160,0.801457
호호호.. ,Hohoho,0.831221,0.730612,0.801284
나 들어가고 십분 있다 들어와. ,I endure in and there is 10 instant,0.760959,0.668304,0.736597
어머 나 너무 뚱뚱해. ,Oh my im likewise fat,0.584977,0.564678,0.760824
원래 그렇게 말이 없어요?,Isnt that hence original,0.640252,0.632359,0.690905
네. ,Yes,0.701027,0.952860,0.589453
정마담은 안지 오래 됐나봐요?,Doesnt Jeong gentlewoman get constitute around for a tenacious sentence,0.397113,0.590373,0.848823
누님한테 물어보십쇼. ,demand your baby,0.380450,0.627441,0.839559
자 20%. 이 돈으로 뭐할거야? ,Now 20 What exist you endure to set with this money,0.620987,0.642511,0.749974
비밀. ,Secret,0.525747,0.701126,0.775255
oh hwa-tu? this way. ,oh hwatu this way,0.746622,0.666438,0.751257
7만 뜨면 대나? 또 7이나? 손에 쐬복이 부텄나 와이라노.  아그야 여 쟈니워커 한나 내와라. 블루 블루~ ,Can I stimulate it if I unfold seven Another seven Wairano make break dance hands Ah descend on Johnny Walker Hannah blue air blue air,0.612470,0.634903,0.762517
와? 따믄 안되나? ,Wow Isnt it hot,0.709996,0.696160,0.748054
고마 하이소. 같은 기술자끼리. ,Goma Haiso The like technicians,0.644477,0.767494,0.734491
아저씨들 기술 몇 개 안되던데.,He didnt induce a few skill,0.645285,0.711737,0.783157
기술자는 기술자들 봐주고 그라는긴데.. ,Technicians calculate at technicians and enunciate,0.694005,0.701793,0.759983
기술로 붙어봅시다. 재미있을거 같은데. ,LET adhere with applied science Sounds fun,0.628275,0.621790,0.760546
재미? 와 돌아뿔겠네. 반년동안 제삿밥 맥여놨드만 으만놈이 와서 훑어가믄 우린 머 호랭이 아가리야? ,fun Wow Ive cost peck it for half a class but a serviceman total and pick out a looking at What be we talking about,0.575915,0.647252,0.770064
먹고 땡하입시다. 우리도 식구가 열이라.  정마담한테 안부 전해주고. ,Lets exhaust and exhaust We besides induce a fever Say howdy to Jeong Madame,0.526227,0.648759,0.779849
샤토 마고 84년입니다.,Chateau Margo exist 84 days old,0.558230,0.712776,0.767750
여기서 제일 비싼거지?,exist it the well-nigh expensive hither,0.674644,0.698114,0.766586
예.  그리고 저 아가씨가 싫다는데요.,Yes And I detest that young lady,0.663617,0.726450,0.779256
다시 가서 얘기해봐.  ,crack back and utter,0.657396,0.689063,0.754279
돈 앞엔 국경이 없죠. ,There is no mete in front end of money,0.480218,0.663824,0.773379
What’s your job?,Whats your job,0.606512,0.740987,0.713688
뭐? 짭? 잡! 잡이라.. I am.. gambler. Korean best.,What What Job Job I am gambler Korean good,0.611079,0.647858,0.772046
nice man. ,nice man,0.529140,0.756004,0.772876
어제 거긴 왜 갔어?,Why cause you get there yesterday,0.467582,0.672065,0.785624
어딜? ,Where exist you,0.343866,0.692804,0.808824
미군부대.,US military force play,0.377401,0.570993,0.821528
귀신이구만. 심심해서. 사이즈 큰 타짜있나.. 별거 없던데. ,Its a shade By Bored Does it get a big size,0.495428,0.669594,0.849956
다른 판대기는 가지마. 이 바닥은 쪽이 팔리면 취직이 안돼. 취직 안되면 타짜 인생 끝나는거야. ,Dont exit to other add-in If the flooring constitute deal you cant induce a occupation If you dont take a line your life sentence exist over,0.654153,0.680331,0.771080
저걸로 입어. 고니는 퍼플이 어울려. 오늘 대머리때메 판대기가 커질거야. ,lay on that Connie exist purple today baldness will take the shell big,0.597721,0.733217,0.798518
교수가 웬 돈이 그렇게 많대? ,How much money dress the professor possess,0.533682,0.613233,0.693430
애 병원비래. ,Its the hospital hospital,0.614036,0.571306,0.835597
뭐해요? 교수님! ,What be you dress professor,0.567207,0.559129,0.761164
결과를 봅시다. ,net ball take in the solvent,0.594985,0.658851,0.746310
별로 안높아요. 8끗. ,Its not rattling high-pitched 8 clean,0.567865,0.699222,0.758361
후~ 또 한끗 차이네. ,Whoo Its a conflict,0.680420,0.696015,0.744978
교수님! 옆방 가서 커피 한잔 하나 드시고 오세요. 흐름도 그런데. ,professor spell to the next style and have got a loving cup of chocolate Flow chart by the way,0.550732,0.618586,0.723089
그럴까..,I wonder,0.602930,0.655865,0.669321
힘내 오빠! 딸라고 잃는 거야. ,scum bag pal Im recede my daughter,0.622619,0.630061,0.686010
처칠이.. 너 처칠 노벨문학상 받은 거 아냐? 그 처칠이 2차대전이 끝날 때,Churchill Didnt you begin the Churchill Nobel booty for lit When Churchill end existence War deuce,0.644799,0.657987,0.781593
그럼 지금 자지끝이 빠짝빠짝 타겠다. 내 거 만져. 이런거 만지면 딴대잖아. ,and so Im get to sit my cock incessantly tinge mine Its unlike if you touch this,0.619337,0.679926,0.811639
좋아!  좋아! ,Good Good,0.455848,0.455848,0.822263
얼마 남았어요? 다 밀어 늡시다. ,How much cost exit net ball agitate it all,0.577583,0.665690,0.735415
일억쯤 되는데.. 까봅시다. ,Its about 100 million LET image,0.628694,0.678134,0.736022
4땡. ,4 ding,0.486628,0.771418,0.816141
잘 놀았습니다. ,I dally good,0.438637,0.719373,0.790591
아저씨! 뽀찌 받아가야지. ,Mister I hold to plunk it up,0.545762,0.594778,0.735309
이렇게 많이? ,indeed much,0.772098,0.753062,0.642472
교수님! 다시 화투판에 나타나면 나한테 죽습니다. ,professor When I look again on the field I exit,0.508734,0.599294,0.794768
예. 고맙습니다. ,Yes thank you,0.467468,0.663479,0.785697
많이 따세요. ,Pick a luck,0.587935,0.728596,0.698434
지금 저사람 아무도 못막아. 알잖아. 고니도 그랬고 나도 그랬고. ,No single can quit him directly You acknowledge and so set Connie and and so get along I,0.559509,0.636948,0.796207
정마담도 저런때가 있었어?,Did Jeong Madame ever so ingest that,0.677294,0.656694,0.711688
왜 없었겠어. ,Why not,0.494855,0.667217,0.806069
고니 찾는데! ,count for Connie,0.730962,0.707527,0.712209
나?  여보세요... 네  왜 저한테? ....  죽었다구요? 지금 가면 확인할 수 있습니까? ,I Hello why me decease posterior I train it out instantly,0.513935,0.625172,0.857211
너 이새끼. ,You backbite,0.590484,0.663897,0.646042
며칠째 이러고만 있을거야? ,What days equal you start to exist set this,0.549483,0.727755,0.751462
내가 그때 같이 갔어야 되는데. ,I should cause exist there then,0.571226,0.692005,0.786535
내일부터 창고로 출근해. ,I give way to go from tomorrow,0.510421,0.595151,0.782502
술깨면.,If you drink in,0.646276,0.633487,0.781021
괜찮아? 아우~ 나 진짜 걱정 많이 했다. 인간적인 감정으로. ,OK Oh I make up genuinely worried With human emotions,0.541711,0.614499,0.798206
누가 평경장님을 죽였는지 알았어. ,I get laid who kill chieftain Pyeong,0.518723,0.709955,0.837080
.. 누가?,Who,0.452156,0.431331,0.682873
아귀!,angler fish Pisces,0.348519,0.593619,0.867269
아귀? ,angler fish Pisces,0.348519,0.593619,0.867269
아귀랑 한 판 붙여줘. ,Please lay a plate with the angler,0.661758,0.661758,0.729518
안돼. 아귀랑 치면 다 죽어. ,No If you gain it youre all dead,0.583190,0.593681,0.793940
아귀랑 붙여줘. 뭐해? 돈따러 갑시다. ,seize it with the angler What exist you doing LET last for money,0.535462,0.535920,0.771849
난 그때 가슴이 철렁했어요. 언젠가 고니가 죽을 것 같애서. 그리고 때가 되면 날 버릴 거라는 걸 알았거든요. 근데 생각보다 그 날이 빨리 왔죠.,At that clip my gist equal full I intend Connie will exit someday And I fuck that when the sentence get they would lead me But the daylight get sooner than I recall,0.652972,0.722186,0.781867
땡이냐? 땡이냐? ...옳지 옳지 헉! 니미 개패네. 몰라! 질러먹어. 화투가 패로 치냐? 돈으로 치지. ,exist it dent exist it Ding Right or wrong Its Niimi set not get laid Eat it Are you contend gain with money,0.693092,0.693092,0.773587
빨리 합시다. 돈 딸 시간도 없는데... ,LET set it rapidly I dont take in sentence to gain money,0.584552,0.721177,0.779788
돈으로 으악을 지르네. ,I yell with money,0.513553,0.689152,0.826728
무서우면 죽으시던가. 좆이 무서우면 시집을 가지 말아야지. ,If you exist pit you perish If youre daunt dont get conjoin,0.542677,0.649175,0.799706
확인! ,Confirm,0.370612,0.370612,0.583308
화투에 침을 발라놨나? 왜케 안 떨어져. 이겼다. 크하하 이런 패로 먹었어? 광렬아 이 사회가 아직 정의는 살아 있나보다. ,Did you spit on the sail Why not I gain Haha did you eat with this mitt Kwangryeol perhaps this guild stock-still take in jurist,0.595972,0.611667,0.789815
광렬아~ 높은 거 하나 떠라. 오늘 너 끗발 좋을거야. 여기 있는 돈 다 따고 중고차도 한대사고 자 광렬아! 중고차다 중고차!  크으윽~ 호! 호!  ,Frenzy yield one heights one Today you will constitute nice LET take all the money hither and purchase a used railcar employ gondola utilize auto Ugh Ho numeral,0.620713,0.624606,0.777360
아가리 좀 닥치고 합시다. ,LET shut up a small moment,0.599436,0.627993,0.755817
돈딸라고 치나? 재밌자고 치는거지. ,Are you a daughter Its playfulness,0.474314,0.607946,0.799906
죽어. ,die,0.212132,0.555683,0.850525
또 내가 먹어? 크크크 ,I exhaust once again eats,0.679761,0.741115,0.728645
천만원 올려놔도 되죠?,Can I redact 10 million acquire,0.565580,0.590990,0.791686
받으신다고? ,You stick it,0.626890,0.596675,0.761868
왜 이래요? 새삼스럽게. ,Why is this like this fresh,0.655703,0.715105,0.727823
고발이 들어와서 우리도 좀 그래. 며칠만 들어갔다 와. ,The accusation hail in so we exist Went in a few solar day,0.612637,0.634391,0.760524
나 이대 나온 여자야. 어떻게 그런 델 들어가. ,Im a cleaning lady from hither How to stimulate into that Dell,0.561957,0.681387,0.766038
정마담! 좀 봐줘. 우리도 힘든거 알잖아? ,Jung ma'am spirit at me You bed its concentrated right wing,0.543387,0.589151,0.786823
"한마디로 나 고광렬이가 우리 동생 깡다구에 반했다 이거야. 내가 왜 보디가드가 필요하냐? 나로 말할 것 같으면, 음.. 정체를 드러내면 안되는데.. ",In a Holy Scripture I cost shell by Kwangryul knockout my chum Why behave I take a bodyguard If you believe Im get going to assure you um you shouldnt unveil your identity,0.572046,0.622833,0.785385
정체가 뭔데요?,What is your personal identity,0.590760,0.598112,0.841411
"아우만 알고 있게, 나는 타짜야. ",simply my chum get laid Im Tajja,0.645189,0.645189,0.744265
뭐요? ,what,0.396358,0.625843,0.695812
타짜..타짜! ... 타짜라고! 쉿~.. 내가 옛날에는 호텔에서 치던 사람이야. 제벌 2세들하고. 그땐 좋았다. 걔네들은 돈도 품위 있게 잃어준다. ,Taj Taj Tajja I used to act at a hotel in the old solar day With the second genesis It cost good then They lose money decent,0.598152,0.722504,0.813660
.... 일단 내 돈 1000만원부터 갚으면.,erstwhile I yield backwards my money from 10 million gain,0.586445,0.586445,0.740817
무슨 천만원? ,What 10 million make headway,0.585881,0.578610,0.787606
아까 판. 내가 땄으니까. ,Previous edition Because I check,0.538799,0.631918,0.742091
에이~ 내가 패를 안깠는데. 지금 다시 칠까? 응? 좋아~ 두말하기 없기야.  천만원짜리 판이네. 자! 내꺼부터 까면 3땡이잖아. 넌 아마 1땡일거야. ,A I didnt dally Shall we gain it again at present Huh Okay I take zero to enjoin Its a 10 million gain ground translation fictional character If you cut back it from mine its 3 acid Youre probably one,0.601493,0.644362,0.765814
1땡 줬는데..  너.. 너도 타짜냐? ,I yield you one be you exist you a slugger as well,0.661798,0.678269,0.752618
천만원 줘야지 ,10 million win,0.536128,0.565521,0.832572
이건 무효야. ,This exist invalid,0.497476,0.589118,0.739252
3번 말이 선착이야. 볼 것도 없어. ,cavalry bit three cost firstcome There is null to image,0.558235,0.617784,0.765686
8번 갔지? ,Eight sentence,0.761263,0.858736,0.755507
3번이래매. ,Its bit three,0.596831,0.718872,0.760141
"에이 8번이랬지. 생각해봤는데, 나의 신비한 기술에 너의 깡다구를 합치면 우리는 걸어다니는 중소기업인거 같애. 팔도를 유람하면서 호구 뺏겨먹고 타짜들도 뺏겨먹고 여자도 뺏겨먹고..크큭.. 왠지 너랑은 간이 좀 맞을 거 같다. ",It exist Eight Ive exist thinking about it and if you conflate your secret with mysterious attainment we look to cost walking little clientele As I cruise around Faldo I eat the hukou the other striker the cleaning lady and I recall its exit to cost a short moment good with you,0.626031,0.674221,0.786556
관심없대니까.,Im not interested,0.709567,0.672092,0.713562
야! 인생? 네트워크야! ,Hey living Its a net,0.608545,0.722951,0.726933
타짜들은 만나다보면 아귀도 만날 수 있습니까? ,If you see the Tajja can you meet the devil,0.520491,0.654002,0.819453
무척 재수 없으면. ,Without destiny,0.497901,0.729507,0.749650
걱정 많이 했구나? 곧 나갈거야. ,Are you vex Im extend out shortly,0.540547,0.609700,0.788107
나 서울이야. ,Im Seoul,0.429160,0.509801,0.787833
서울? ,Seoul,0.426919,0.666337,0.568624
세상구경도 하고.. 아귀도 찾고. ,sound to the existence and appear for an angler,0.500248,0.623275,0.761937
"왜 그래 애처럼. 아귀가 그랬다는 증거도 없고, 아귀랑 붙어서 이길 수도 없어. ",Why like a kid There exist no evidence that the Lucifer get along it and you pitch win by amaze with it,0.630829,0.667683,0.755626
이거 왜이래? 패는 까봐야 알지. ,Why be this You lie with how to recede,0.513757,0.565831,0.727677
내 말 들어. 이겼다 쳐. 유명해지겠지. 그럼 누가 자기랑 붙겠어? 뭐하고 살건데? ,Listen to me Beat it It will get famous and then who will stick to with you What constitute you break down to hold up with,0.614584,0.622965,0.761594
시골에서 주유소나 하지 뭐. 착하게. 결혼도 하고. ,I dont dress gas pedal post in the countryside commodity Im generate splice,0.492838,0.601677,0.805474
그럼 나랑은 아닌거네. ,and so its not with me,0.589435,0.680815,0.807207
정마담! 혹시 나 사랑해? ,Jung Madam doh you jazz me,0.599143,0.599093,0.781159
......... 넌 내 식구야. 또 볼건데. 잘 갔다 와. ,You exist my sept Ill meet you again I get well,0.608267,0.608267,0.773527
야이 쐉년! 빽 좋나보다. 빵에서 전화질도 하고. 누군 왕년에 사랑 안해봤나? 개폼 잡지 말고 빨리 안찌그러져? 뭘 야려? ,Yay cunt punter than that Im anticipate from lolly Who havent you bonk in the past Dont you unhinge me apace or else of a bounder contour magazine What set you need,0.583630,0.611912,0.767496
니가 사랑이 뭔지 아니? ,get along you get laid what honey exist,0.483584,0.712345,0.787111
넘어졌대요. ,She descend,0.703141,0.714285,0.761302
나중에.. 먼 나중에 알았어요. 고니를 서울로 보내는 게 아니었는데... 그랬다면 우리가 좀 더 행복했을까? ,subsequently I sleep with later I wasnt sending Connie to Seoul but would we throw exist happier,0.580906,0.647515,0.817227
일어나. 내가 니가 미워서 그러는 게 아니다. ,ignite up Its not because I detest you,0.691286,0.735735,0.794093
네. ,Yes,0.701027,0.952860,0.589453
예. 어.. 어.. 가서 그래. 나 못 기다리니까 직접 해결하라고... 오늘 뭐?.. 별거 아냐 얼마 안 잃었어.... 망신은 무슨.. 그래 끊어. ,Yes Uh Uh conk there I slant wait to lick it myself What constitute you make out today Its no big deal I exactly recede a slight What set you intend,0.642175,0.677879,0.761907
이게 웬 망신이야. 소문 다 나고 휴!! 다시 엎드려.  너때메  내가  뭐가되냐? 휴!! 화란이 집에 가서 술이나 한잔 하자. ,This is a pity Its all rumor and Hugh Get down again What exist I decease to personify when you be Phew net ball conk family and make a swallow,0.599425,0.670004,0.761284
단속 나왔나봐요. 12시 영업때메.,I call back its crackdown At 12 oclock,0.504620,0.624276,0.780383
이놈의 나라는 왜 12시가 넘으면 술을 못먹게 해? ,Why does this area end drink after 12 oclock,0.452470,0.639371,0.817626
누구세요?,Who,0.319722,0.469233,0.867007
회장님 모시고 왔습니다.,I possess a president,0.469357,0.598791,0.799720
"화란이 불러오고, 술 한상 내와. ",Hwaran be hail and Im in the modality for a beverage,0.522690,0.618889,0.778880
예? ,Yes,0.701027,0.952860,0.693569
너 오랜다.  단속 아니에요. 가서 드시면 되요. ,You exist long Its not crackdown You can exit and deliver it,0.578297,0.691358,0.786130
쉿! ,Shh,0.358579,0.587868,0.694253
어떻게 언니는 저런 인간한테 돈을 빌려가지고는. ,How did she take up money from a human like that,0.519413,0.628914,0.782451
더 예뻐진 것 같다. 앉어.,It look to exist prettier Sit down,0.657780,0.702287,0.733378
용건만 말씀하세요. ,Please tell me merely the thing,0.626442,0.606523,0.735587
너는 내가 빌려준 돈 때문에 너를 괴롭힌다고 생각하냐? ,set you intend youre trouble you for the money I add you,0.580733,0.675753,0.827905
빚은 갚을 거예요. ,I will ante up the debt,0.630787,0.625134,0.700970
안갚어도 돼! ,You dont get to ante up back,0.454831,0.652382,0.799201
화란씨 오늘 우리 회장님이 이상한 놈들 두놈한테 상처 받으셔서.. 알잖아요 우리 회장님 소년같으시고.. 앉으세요. ,Mr Hwaran Today our chairman embody hurt by two weird cat You acknowledge wait like our president boy Please baby-sit down,0.555776,0.556615,0.806019
깡패도 상처 받나요? ,answer the bully bewilder pain,0.617373,0.572982,0.723322
"무석아! 나가서 노래하나 해라. 어, 니가 날 깡패라고 생각했구나. 나 깡패 아니다. 그냥 젊었을 때 잠깐 건달생활 했던 것. 그걸로 덕 보고 사는 건데 화란아 내가.. 뭐 이런 얘기하면 그렇지만.. 허허 천하의 곽철용이도 적금을 붓고 살고 그런다. ",Wow pass out and talk a Sung Uh you think I exist a bully I exist not a bully I just exist for a patch when I exist immature I hold up by chastity of it but when I talk about something like this but Heoheo Kwakcheolyong of the populace also decant red gold,0.585272,0.648943,0.786298
형님 진짜 적금 붓습니까? ,make out you rattling pelt red gold,0.655079,0.619031,0.787914
화란아 나도 순정이 있다. 그런데 그 순정이 짓밟히면 그때는 깡패가 되는 거야. 니가 날 깡패로 만들래? 내가 납치라도 할까 너를? ,Hwaranah Im pure yet if the chastity exist tread then you will constitute a toughie Would you cause me a bully Should I snatch you,0.548579,0.656676,0.827222
얘기 끝났으면 가볼게요.,Ill exit when Im act speak,0.645604,0.685446,0.793831
어딜 가? ,Where exist you go,0.420671,0.677862,0.821246
아이 단속나온 줄 알았네. ,I cogitate the nestling constitute crack down,0.496258,0.628509,0.827483
니들이 여긴 왜 왔어?,Why exist you hither,0.598287,0.702453,0.753091
돈 땄으니까 술한잔 해야지. ,Ive take a drinking so I have got to salute,0.619824,0.684105,0.760951
이 스무장 세계 좁다. 튀지 마라. ,This twentyarmed existence exist narrow-minded brawl not slush,0.480736,0.608118,0.851111
돈 따야지 왜 튑니까? 아 화란씨 북한산 말야 싫으면 영화나 한편 봅시다. ‘장미빛 인생’하던데 최재성 나오는 거. 내일...  노래 계속 해. 갑시다. ,Why should I perplex pay Ah Mr Hwaran if you dont like it allow learn a pic Rosy life sentence but Choi Jaesung descend out Tomorrow hold talk lets last,0.532085,0.619588,0.811783
진짜 이상한 사람이네요. ,helium a actually strange mortal,0.554088,0.632316,0.738744
세상에 안이상한 사람도 있어? ,exist there any unusual soul in the reality,0.530971,0.673542,0.769475
영화 보기로 했어? ,Are you conjecture to see a pic,0.524439,0.508901,0.768474
세게 나오네. ,It derive out voiceless,0.540401,0.683446,0.730366
맘 있구나?,perform you take in a nitty-gritty,0.273930,0.630381,0.881695
미쳤어? ,Crazy,0.482728,0.691004,0.800871
다시하면 이길 수 있겠냐? 걔가 너보다 사이즈가 웃질 아냐? ,Can you gain once more Isnt she the sizing laugher than you,0.544939,0.660209,0.802836
이길 수 있습니다. ,To gain,0.438330,0.754637,0.905624
또 지면 너는 변사체가 된다. ,If you recede again you become a metamorph,0.653431,0.655047,0.748998
예. ,Yes,0.701027,0.952860,0.693569
담엔 나도 낀다.,I tire out it on the bulwark,0.518898,0.656625,0.745438
화란이 파트너는 나야. ,Hwaran exist my partner,0.669110,0.669110,0.729244
나 안해. 순 지맘이야. ,I dont Its pure simam,0.578010,0.578010,0.715644
난 그냥 담주에 강남 아줌마들 모이는데 가서 재미있게 놀고 인천으로 뜰거야. ,Im scarce amass Gangnam aunt in Damju Im conk to make play and endure to Inchon,0.578041,0.634127,0.798177
형님은 아줌마랑 어울린다. ,My comrade hang out with my auntie,0.545874,0.639502,0.769373
