Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
어떻게 ... 어떻게 ... 이 ... 이이 ...,How how this this,0.619382,0.693352,0.708561
...,,1.000000,1.000000,1.000000
... 아빠가 왔는데 ... 아빠 왔는데 ... 이 ...,dada get dada get This,0.424600,0.756946,0.819567
너 ...  ... 뭐야 ... 같이 있었다메 ...,You what you cost with me,0.604748,0.626731,0.788709
...,,1.000000,1.000000,1.000000
왜 ... 왜 현서만 이러케 ... 같이 있었는데 ... 이 새끼야 ...,Why why just seoseo is like this I exist with you this shit,0.730559,0.736464,0.744838
...,,1.000000,1.000000,1.000000
너만 멀쩡하구 이 개 -새끼야 ... 으으 ... 현서는 이렇게 피떡이 ...,simply you make up fine This dogbaby uh seoseo is like this,0.616778,0.690959,0.751866
...  맞어 ...,properly,0.481684,0.786463,0.810982
... ?,,1.000000,1.000000,1.000000
다 봤어 ... 전부 다 ...,I project it all everything,0.565902,0.632935,0.752754
......,,1.000000,1.000000,1.000000
누나 ...,sister,0.426515,0.596672,0.691202
... 누나가 ... !,sis,0.362955,0.614427,0.718082
으아아앙 - !,Aw ah,0.505964,0.745704,0.784907
너 여깄는거 엄마 알어 ?,set you get laid where you exist,0.672530,0.732784,0.740071
엄마 없는데 ...,I dont get a female parent,0.489998,0.585701,0.809989
아빠는 ?,daddy,0.500563,0.776740,0.663074
없어요.,make not sustain,0.344753,0.557920,0.791856
...,,1.000000,1.000000,1.000000
형은 있는데 없어요.,I take in a sidekick but I dont,0.753531,0.728348,0.757668
......,,1.000000,1.000000,1.000000
넌 ... 도대체 뭐냐 ?,What exist you what the pit,0.585790,0.582577,0.741408
... 내가 널 먹겠다 ...,I will eat you,0.576965,0.663983,0.857976
......,,1.000000,1.000000,1.000000
널 ! ... 내 똥으로 만들겠다 ...,You I will urinate it into my bullshit,0.540946,0.635392,0.748405
남주야 ...,Namjoo,0.777542,0.640630,0.792499
오빠 !,pal,0.607577,0.607577,0.657642
... 잘 부탁한다 !,Im reckon on you,0.421596,0.565680,0.757916
현서는 ?,Hyunseo,0.630650,0.779465,0.736581
현서는 죽었다.,Hyunseo be dead,0.574287,0.745613,0.809217
... ?,,1.000000,1.000000,1.000000
"이봐요, 오늘 평화시윈데 ... 당신 뭐야 ?",Hey serenity today What cost you,0.454630,0.588515,0.847072
불 꺼요 불꺼 ! 위험해 !,sparkle off lighter off Dangerous,0.574707,0.620521,0.754486
시끄러 ! 다들 피해 - !,shut up Avoid everyone,0.711885,0.634752,0.647472
으아아 - !,Ahhh,0.313349,0.489181,0.650785
... !,,1.000000,1.000000,1.000000
아악 - ! ,Ah,0.577350,0.850929,0.715132
형 - !,buddy,0.879289,0.879289,0.720360
씹 - 팔 ...  빨리 안오고 뭐 해 !,Chewarm dont get chop-chop and perform something,0.458979,0.588653,0.784249
챤스다 !  부어 - 지금 !,luck Pournow,0.445598,0.591622,0.838588
저 새끼가 반말은 ...,That love child be,0.495359,0.657067,0.721138
빨리 부어 !,Pour fast,0.414219,0.518077,0.594791
으억 - !,Ugh,0.619377,0.825245,0.531831
으 ... 으으으 ...,Ugh Ugh,0.758579,0.758579,0.596894
열두시 정각입니다. 살포하세요.,Its dozen oclock atomizer it,0.627196,0.618174,0.797711
지금 살포지점에 사람들이 너무 많은데요.,There constitute besides many citizenry at the atomizer stage,0.603199,0.613403,0.748176
예정된 시간에 살포해야 됩니다. 스위치 누르세요.,It must embody sprayed at the scheduled sentence closet the shift,0.654580,0.664171,0.738401
작동지침서에도 반경 100미터 이내에 사람들이 있을땐 살포하지 말라고 ...,yet in the operating teaching act not spray when there cost citizenry within 100 cadence of the radius,0.626790,0.646803,0.754881
그건 권장사항이지 필수조건은 아닙니다. 괜찮으니 살포해요 !,That exist a good word not a demand Its okay and so spray it,0.540840,0.650025,0.821689
보세요  살포시 100미터 이내 있었던 사람들에겐 각종,meet for those who exist within 100 cadence of spray,0.580978,0.672293,0.814350
저기 ... 30분만 연기하면 어때요 ? 사람들을 완전히 해산시킨 다음에 ...,Excuse me How approximately scarcely 30 instant of delay After disbanding multitude totally,0.619674,0.642847,0.728174
예정대로 합시다. 지금 살포해요.,LET set as scheduled atomizer immediately,0.624829,0.647874,0.754656
아니 지금 ... CNN 쌩중계까지 나가는 판에 ...,No right field today CNN On the agency out to the broadcast,0.611721,0.652869,0.776748
아 ... 아아 ...,Ahhh,0.571548,0.700000,0.650785
아 ... 아 ... 씨발 ... 니미 조또 ... 옛날에두 이런 일이 있었는데 ...,Ah Ah screwing Niimi Jotto Once upon a sentence this find,0.693997,0.710483,0.743758
몇 대 몇 ?,How many,0.587252,0.656810,0.782085
일 대 영 ! 전반 끝나가 !,One to zero in The first one-half is over,0.480613,0.591300,0.725607
어디가 일 ?,Where exist you get,0.439507,0.645626,0.821371
우리가 일 !,We knead,0.704444,0.829968,0.784494
어디가 일 ?,Where exist you get,0.439507,0.645626,0.821371
우리가 일 !,We knead,0.704444,0.829968,0.784494
어디 ?,where,0.426984,0.426984,0.498452
우리 !,the States,0.393198,0.721838,0.767804
아 - 또 피나 씨바 ... 갈 수록 더 안들려 !,AhPina Ciba I cant over learn more and more,0.554338,0.554338,0.731753
어 ... 이거 나오네 !,Uh this exist coming out,0.555552,0.727865,0.776989
조금전 미국 워싱턴 현지 시간으로 12일 오후 1시 30분 미 상원 조사위원회에서,A patch ago at the the States US Senate investigating commission 1230 Prime Minister local fourth dimension in George Washington US,0.602330,0.666122,0.751914
"... 이번 사태는 ... 닥쳐올 위협의 ‘가능성’을 놓고 빠른 ... 아, 신속한 조치를",This exist over thepossibility of the threat that will get,0.537170,0.643937,0.808967
뭐래는 거야 ?,What be you saying,0.605256,0.666140,0.784666
전반전 하이라이트나 봅시다 !,LET understand the highlighting of the first half,0.584286,0.628722,0.753559
아 좀 놔둬 봐요. 뉴스 !,Oh go out it to me news,0.491656,0.553369,0.809122
전반 하이라이뜨 !,foremost highlight,0.574114,0.583411,0.722667
